"Ref_Occ","Spouse_Occ","pct_couples","ref_person"
"Computer control programmers and operators","Elementary and middle school teachers",0.0598290598290598,"Husband"
"Computer control programmers and operators","Secretaries and administrative assistants",0.0555555555555556,"Husband"
"Metal and plastic tool cutting setters","Secretaries and administrative assistants",0.0627306273062731,"Husband"
"Metal and plastic tool cutting setters","Registered nurses",0.0479704797047971,"Husband"
"Machinists","Secretaries and administrative assistants",0.0727117194183062,"Husband"
"Machinists","Registered nurses",0.0598802395209581,"Husband"
"Machinists","Elementary and middle school teachers",0.0384944396920445,"Husband"
"Machinists","Bookkeeping, accounting, and auditing clerks",0.0290846877673225,"Husband"
"Machinists","Miscellaneous managers",0.0230966638152267,"Husband"
"Machinists","Customer service representatives",0.0213857998289136,"Husband"
"Machinists","Nursing, psychiatric, and home health aides",0.0213857998289136,"Husband"
"Machinists","Retail sales supervisors",0.0205303678357571,"Husband"
"Machinists","Licensed practical and licensed vocational nurses",0.018819503849444,"Husband"
"Machinists","Receptionists and information clerks",0.018819503849444,"Husband"
"Welding, soldering, and brazing workers","Secretaries and administrative assistants",0.0721442885771543,"Husband"
"Welding, soldering, and brazing workers","Registered nurses",0.0567802271209085,"Husband"
"Welding, soldering, and brazing workers","Elementary and middle school teachers",0.0414161656646627,"Husband"
"Welding, soldering, and brazing workers","Nursing, psychiatric, and home health aides",0.0293921175684703,"Husband"
"Welding, soldering, and brazing workers","Customer service representatives",0.0273881095524382,"Husband"
"Welding, soldering, and brazing workers","Bookkeeping, accounting, and auditing clerks",0.0233800935203741,"Husband"
"Welding, soldering, and brazing workers","Licensed practical and licensed vocational nurses",0.021376085504342,"Husband"
"Welding, soldering, and brazing workers","Retail sales supervisors",0.01937207748831,"Husband"
"Welding, soldering, and brazing workers","Cashiers",0.0187040748162993,"Husband"
"Welding, soldering, and brazing workers","Accountants and auditors",0.0173680694722779,"Husband"
"Miscellaneous metal and plastic workers","Secretaries and administrative assistants",0.0621266427718041,"Husband"
"Miscellaneous metal and plastic workers","Registered nurses",0.039426523297491,"Husband"
"Miscellaneous metal and plastic workers","Miscellaneous metal and plastic workers",0.03584229390681,"Husband"
"Miscellaneous metal and plastic workers","Elementary and middle school teachers",0.034647550776583,"Husband"
"Miscellaneous metal and plastic workers","Customer service representatives",0.028673835125448,"Husband"
"Miscellaneous metal and plastic workers","Licensed practical and licensed vocational nurses",0.022700119474313,"Husband"
"Miscellaneous metal and plastic workers","Nursing, psychiatric, and home health aides",0.022700119474313,"Husband"
"Miscellaneous metal and plastic workers","Cooks",0.020310633213859,"Husband"
"Miscellaneous metal and plastic workers","Bookkeeping, accounting, and auditing clerks",0.020310633213859,"Husband"
"Miscellaneous metal and plastic workers","Miscellaneous assemblers and fabricators",0.017921146953405,"Husband"
"Printing press operators","Secretaries and administrative assistants",0.0774647887323944,"Husband"
"Printing press operators","Registered nurses",0.0469483568075117,"Husband"
"Printing press operators","General office clerks",0.039906103286385,"Husband"
"Printing press operators","Customer service representatives",0.0375586854460094,"Husband"
"Printing press operators","Bookkeeping, accounting, and auditing clerks",0.028169014084507,"Husband"
"Printing press operators","Elementary and middle school teachers",0.0258215962441315,"Husband"
"Laundry and dry-cleaning workers","Laundry and dry-cleaning workers",0.0967741935483871,"Husband"
"Sewing machine operators","Sewing machine operators",0.283783783783784,"Husband"
"Cabinetmakers and bench carpenters","Elementary and middle school teachers",0.06875,"Husband"
"Stationary engineers and boiler operators","Secretaries and administrative assistants",0.0801526717557252,"Husband"
"Stationary engineers and boiler operators","Registered nurses",0.0763358778625954,"Husband"
"Stationary engineers and boiler operators","Elementary and middle school teachers",0.0419847328244275,"Husband"
"Waste treatment plant operators","Elementary and middle school teachers",0.0753623188405797,"Husband"
"Waste treatment plant operators","Registered nurses",0.072463768115942,"Husband"
"Waste treatment plant operators","Secretaries and administrative assistants",0.0579710144927536,"Husband"
"Chemical processing machine setters, operators, and tenders","Secretaries and administrative assistants",0.089171974522293,"Husband"
"Chemical processing machine setters, operators, and tenders","Elementary and middle school teachers",0.0700636942675159,"Husband"
"Crushing, grinding, polishing, mixing, and blending workers","Secretaries and administrative assistants",0.0769230769230769,"Husband"
"Inspectors, testers, sorters, samplers, and weighers","Elementary and middle school teachers",0.0639943741209564,"Husband"
"Inspectors, testers, sorters, samplers, and weighers","Secretaries and administrative assistants",0.059774964838256,"Husband"
"Inspectors, testers, sorters, samplers, and weighers","Registered nurses",0.0471167369901547,"Husband"
"Inspectors, testers, sorters, samplers, and weighers","Bookkeeping, accounting, and auditing clerks",0.0358649789029536,"Husband"
"Inspectors, testers, sorters, samplers, and weighers","Accountants and auditors",0.0281293952180028,"Husband"
"Inspectors, testers, sorters, samplers, and weighers","Customer service representatives",0.0246132208157525,"Husband"
"Inspectors, testers, sorters, samplers, and weighers","Office and administrative support supervisors",0.0189873417721519,"Husband"
"Inspectors, testers, sorters, samplers, and weighers","Miscellaneous managers",0.0182841068917018,"Husband"
"Inspectors, testers, sorters, samplers, and weighers","Nursing, psychiatric, and home health aides",0.0175808720112518,"Husband"
"Inspectors, testers, sorters, samplers, and weighers","General office clerks",0.0175808720112518,"Husband"
"Packaging and filling machine operators and tenders","Packaging and filling machine operators and tenders",0.0984455958549223,"Husband"
"Painting workers","Secretaries and administrative assistants",0.0653846153846154,"Husband"
"Painting workers","Registered nurses",0.05,"Husband"
"Painting workers","Customer service representatives",0.0461538461538462,"Husband"
"Miscellaneous production workers","Secretaries and administrative assistants",0.0695316272332207,"Husband"
"Miscellaneous production workers","Registered nurses",0.0444229840656688,"Husband"
"Miscellaneous production workers","Miscellaneous production workers",0.0420086914534042,"Husband"
"Miscellaneous production workers","Elementary and middle school teachers",0.0386286817962337,"Husband"
"Miscellaneous production workers","Nursing, psychiatric, and home health aides",0.024625784645099,"Husband"
"Miscellaneous production workers","General office clerks",0.0231772090777402,"Husband"
"Miscellaneous production workers","Retail sales supervisors",0.0207629164654756,"Husband"
"Miscellaneous production workers","Licensed practical and licensed vocational nurses",0.0193143408981169,"Husband"
"Miscellaneous production workers","Bookkeeping, accounting, and auditing clerks",0.0193143408981169,"Husband"
"Miscellaneous production workers","Teacher assistants",0.0188314823756639,"Husband"
"Transportation supervisors","Secretaries and administrative assistants",0.0855704697986577,"Husband"
"Transportation supervisors","Elementary and middle school teachers",0.0704697986577181,"Husband"
"Transportation supervisors","Registered nurses",0.0469798657718121,"Husband"
"Transportation supervisors","Accountants and auditors",0.0302013422818792,"Husband"
"Transportation supervisors","Miscellaneous managers",0.0251677852348993,"Husband"
"Transportation supervisors","Customer service representatives",0.0251677852348993,"Husband"
"Transportation supervisors","Bookkeeping, accounting, and auditing clerks",0.023489932885906,"Husband"
"Transportation supervisors","Teacher assistants",0.0218120805369128,"Husband"
"Transportation supervisors","Education administrators",0.0201342281879195,"Husband"
"Transportation supervisors","General office clerks",0.0201342281879195,"Husband"
"Aircraft pilots and flight engineers","Elementary and middle school teachers",0.0966850828729282,"Husband"
"Aircraft pilots and flight engineers","Registered nurses",0.0939226519337017,"Husband"
"Aircraft pilots and flight engineers","Secretaries and administrative assistants",0.0386740331491713,"Husband"
"Aircraft pilots and flight engineers","Aircraft pilots and flight engineers",0.0359116022099447,"Husband"
"Flight attendants","Flight attendants",0.375,"Husband"
"Bus drivers","Registered nurses",0.0562700964630225,"Husband"
"Bus drivers","Secretaries and administrative assistants",0.0562700964630225,"Husband"
"Bus drivers","Nursing, psychiatric, and home health aides",0.0482315112540193,"Husband"
"Bus drivers","Elementary and middle school teachers",0.0466237942122186,"Husband"
"Bus drivers","Bus drivers",0.0434083601286174,"Husband"
"Bus drivers","Childcare workers",0.0289389067524116,"Husband"
"Bus drivers","Hairdressers",0.0257234726688103,"Husband"
"Bus drivers","Teacher assistants",0.0257234726688103,"Husband"
"Bus drivers","Miscellaneous managers",0.022508038585209,"Husband"
"Bus drivers","Licensed practical and licensed vocational nurses",0.0192926045016077,"Husband"
"Truck drivers","Secretaries and administrative assistants",0.0689655172413793,"Husband"
"Truck drivers","Registered nurses",0.0449882585588926,"Husband"
"Truck drivers","Elementary and middle school teachers",0.0418984056358917,"Husband"
"Truck drivers","Nursing, psychiatric, and home health aides",0.0270671116054876,"Husband"
"Truck drivers","Bookkeeping, accounting, and auditing clerks",0.0252131998516871,"Husband"
"Truck drivers","Retail sales supervisors",0.025089605734767,"Husband"
"Truck drivers","Customer service representatives",0.0234828822148066,"Husband"
"Truck drivers","Office and administrative support supervisors",0.0222469410456062,"Husband"
"Truck drivers","Teacher assistants",0.0185391175380052,"Husband"
"Truck drivers","General office clerks",0.0185391175380052,"Husband"
"Taxi drivers and chauffeurs","Registered nurses",0.0640176600441501,"Husband"
"Taxi drivers and chauffeurs","Nursing, psychiatric, and home health aides",0.0596026490066225,"Husband"
"Taxi drivers and chauffeurs","Secretaries and administrative assistants",0.0507726269315673,"Husband"
"Taxi drivers and chauffeurs","Cashiers",0.0463576158940397,"Husband"
"Taxi drivers and chauffeurs","Elementary and middle school teachers",0.0309050772626932,"Husband"
"Taxi drivers and chauffeurs","Maids and housekeepers",0.0286975717439294,"Husband"
"Taxi drivers and chauffeurs","Personal care aides",0.0286975717439294,"Husband"
"Taxi drivers and chauffeurs","Taxi drivers and chauffeurs",0.0264900662251656,"Husband"
"Railroad conductors and yardmasters","Secretaries and administrative assistants",0.0987654320987654,"Husband"
"Industrial truck and tractor operators","Secretaries and administrative assistants",0.0653923541247485,"Husband"
"Industrial truck and tractor operators","Registered nurses",0.0422535211267606,"Husband"
"Industrial truck and tractor operators","Customer service representatives",0.028169014084507,"Husband"
"Industrial truck and tractor operators","Personal care aides",0.0251509054325956,"Husband"
"Industrial truck and tractor operators","Nursing, psychiatric, and home health aides",0.0251509054325956,"Husband"
"Industrial truck and tractor operators","Elementary and middle school teachers",0.0231388329979879,"Husband"
"Industrial truck and tractor operators","Retail sales supervisors",0.0221327967806841,"Husband"
"Industrial truck and tractor operators","Cashiers",0.0191146881287726,"Husband"
"Industrial truck and tractor operators","Accountants and auditors",0.0181086519114688,"Husband"
"Industrial truck and tractor operators","Office and administrative support supervisors",0.0181086519114688,"Husband"
"Cleaners of vehicles and equipment","Secretaries and administrative assistants",0.0466666666666667,"Husband"
"Cleaners of vehicles and equipment","Nursing, psychiatric, and home health aides",0.0366666666666667,"Husband"
"Cleaners of vehicles and equipment","Registered nurses",0.0366666666666667,"Husband"
"Cleaners of vehicles and equipment","Cashiers",0.0366666666666667,"Husband"
"Laborers and hand movers","Secretaries and administrative assistants",0.0588450292397661,"Husband"
"Laborers and hand movers","Registered nurses",0.0449561403508772,"Husband"
"Laborers and hand movers","Elementary and middle school teachers",0.0380116959064327,"Husband"
"Laborers and hand movers","Laborers and hand movers",0.0361842105263158,"Husband"
"Laborers and hand movers","Nursing, psychiatric, and home health aides",0.0332602339181287,"Husband"
"Laborers and hand movers","Retail sales supervisors",0.0303362573099415,"Husband"
"Laborers and hand movers","Customer service representatives",0.0281432748538012,"Husband"
"Laborers and hand movers","General office clerks",0.0204678362573099,"Husband"
"Laborers and hand movers","Licensed practical and licensed vocational nurses",0.0193713450292398,"Husband"
"Laborers and hand movers","Miscellaneous managers",0.0175438596491228,"Husband"
"Hand packers","Hand packers",0.0909090909090909,"Husband"
"Chief executives and legislators","Chief executives and legislators",0.17455391776571,"Wife"
"Chief executives and legislators","Miscellaneous managers",0.078355314197052,"Wife"
"Chief executives and legislators","Non-retail sales supervisors",0.0224980605120248,"Wife"
"Chief executives and legislators","Truck drivers",0.0224980605120248,"Wife"
"Chief executives and legislators","Retail sales supervisors",0.0209464701318852,"Wife"
"Chief executives and legislators","Marketing and sales managers",0.0186190845616757,"Wife"
"Chief executives and legislators","Wholesale sales representatives",0.0178432893716059,"Wife"
"Chief executives and legislators","Financial managers",0.0170674941815361,"Wife"
"Chief executives and legislators","Lawyers and judges",0.0170674941815361,"Wife"
"Chief executives and legislators","General and operations managers",0.0162916989914663,"Wife"
"General and operations managers","Miscellaneous managers",0.0633727175080559,"Wife"
"General and operations managers","General and operations managers",0.046186895810956,"Wife"
"General and operations managers","Retail sales supervisors",0.0440386680988185,"Wife"
"General and operations managers","Non-retail sales supervisors",0.0290010741138561,"Wife"
"General and operations managers","Truck drivers",0.0290010741138561,"Wife"
"General and operations managers","Chief executives and legislators",0.0236305048335124,"Wife"
"General and operations managers","Wholesale sales representatives",0.0214822771213749,"Wife"
"General and operations managers","Accountants and auditors",0.0193340494092374,"Wife"
"General and operations managers","Construction managers",0.0150375939849624,"Wife"
"General and operations managers","Production supervisors",0.0139634801288937,"Wife"
"Marketing and sales managers","Miscellaneous managers",0.0739074550128535,"Wife"
"Marketing and sales managers","Marketing and sales managers",0.038560411311054,"Wife"
"Marketing and sales managers","Wholesale sales representatives",0.0334190231362468,"Wife"
"Marketing and sales managers","General and operations managers",0.0295629820051414,"Wife"
"Marketing and sales managers","Retail sales supervisors",0.0244215938303342,"Wife"
"Marketing and sales managers","Chief executives and legislators",0.0231362467866324,"Wife"
"Marketing and sales managers","Software developers",0.0224935732647815,"Wife"
"Marketing and sales managers","Truck drivers",0.0205655526992288,"Wife"
"Marketing and sales managers","Services sales representatives",0.0199228791773779,"Wife"
"Marketing and sales managers","Lawyers and judges",0.0179948586118252,"Wife"
"Public relations and fundraising managers","Miscellaneous managers",0.0817610062893082,"Wife"
"Administrative services managers","Miscellaneous managers",0.0666666666666667,"Wife"
"Computer and information systems managers","Computer and information systems managers",0.0745672436750999,"Wife"
"Computer and information systems managers","Miscellaneous managers",0.0559254327563249,"Wife"
"Computer and information systems managers","Software developers",0.0426098535286285,"Wife"
"Computer and information systems managers","Chief executives and legislators",0.0226364846870839,"Wife"
"Computer and information systems managers","Truck drivers",0.0213049267643142,"Wife"
"Computer and information systems managers","Computer programmers",0.018641810918775,"Wife"
"Computer and information systems managers","Retail sales supervisors",0.018641810918775,"Wife"
"Computer and information systems managers","General and operations managers",0.0173102529960053,"Wife"
"Computer and information systems managers","Marketing and sales managers",0.0159786950732357,"Wife"
"Computer and information systems managers","Management analysts",0.0159786950732357,"Wife"
"Financial managers","Miscellaneous managers",0.0681986656782802,"Wife"
"Financial managers","Financial managers",0.039288361749444,"Wife"
"Financial managers","Truck drivers",0.0363232023721275,"Wife"
"Financial managers","Retail sales supervisors",0.0240919199406968,"Wife"
"Financial managers","Non-retail sales supervisors",0.0229799851742031,"Wife"
"Financial managers","Chief executives and legislators",0.0203854707190511,"Wife"
"Financial managers","Wholesale sales representatives",0.019644180874722,"Wife"
"Financial managers","Retail salespersons",0.0166790214974055,"Wife"
"Financial managers","Accountants and auditors",0.0144551519644181,"Wife"
"Financial managers","Police officers",0.0133432171979244,"Wife"
"Human resources managers","Miscellaneous managers",0.075984990619137,"Wife"
"Human resources managers","Retail sales supervisors",0.0318949343339587,"Wife"
"Human resources managers","Truck drivers",0.0300187617260788,"Wife"
"Human resources managers","Non-retail sales supervisors",0.0196998123827392,"Wife"
"Human resources managers","Wholesale sales representatives",0.0196998123827392,"Wife"
"Human resources managers","Accountants and auditors",0.0168855534709193,"Wife"
"Human resources managers","General and operations managers",0.0168855534709193,"Wife"
"Human resources managers","Education administrators",0.0159474671669794,"Wife"
"Human resources managers","Lawyers and judges",0.0159474671669794,"Wife"
"Human resources managers","Software developers",0.0159474671669794,"Wife"
"Industrial production managers","Miscellaneous managers",0.0619469026548673,"Wife"
"Industrial production managers","Production supervisors",0.0486725663716814,"Wife"
"Purchasing managers","Miscellaneous managers",0.0966921119592875,"Wife"
"Purchasing managers","Truck drivers",0.0407124681933842,"Wife"
"Purchasing managers","Computer and information systems managers",0.0330788804071247,"Wife"
"Purchasing managers","Chief executives and legislators",0.0305343511450382,"Wife"
"Purchasing managers","Marketing and sales managers",0.0279898218829517,"Wife"
"Transportation, storage, and distribution managers","Truck drivers",0.0855263157894737,"Wife"
"Farmers, ranchers, and other agricultural managers","Farmers, ranchers, and other agricultural managers",0.612676056338028,"Wife"
"Construction managers","Miscellaneous managers",0.106382978723404,"Wife"
"Construction managers","Construction managers",0.099290780141844,"Wife"
"Education administrators","Miscellaneous managers",0.0563324011186576,"Wife"
"Education administrators","Elementary and middle school teachers",0.0467439073112265,"Wife"
"Education administrators","Education administrators",0.0443467838593688,"Wife"
"Education administrators","Postsecondary teachers",0.0251697962445066,"Wife"
"Education administrators","Lawyers and judges",0.0227726727926488,"Wife"
"Education administrators","Truck drivers",0.0227726727926488,"Wife"
"Education administrators","Retail sales supervisors",0.0203755493407911,"Wife"
"Education administrators","Chief executives and legislators",0.0187774670395525,"Wife"
"Education administrators","Secondary school teachers",0.0163803435876948,"Wife"
"Education administrators","Wholesale sales representatives",0.0159808230123851,"Wife"
"Food service managers","Food service managers",0.177251184834123,"Wife"
"Food service managers","Truck drivers",0.0502369668246445,"Wife"
"Food service managers","Miscellaneous managers",0.0445497630331754,"Wife"
"Food service managers","Chefs and head cooks",0.0274881516587678,"Wife"
"Food service managers","Cooks",0.0227488151658768,"Wife"
"Food service managers","General and operations managers",0.0218009478672986,"Wife"
"Food service managers","Retail salespersons",0.0199052132701422,"Wife"
"Food service managers","Retail sales supervisors",0.014218009478673,"Wife"
"Food service managers","Construction laborers",0.014218009478673,"Wife"
"Food service managers","Wholesale sales representatives",0.014218009478673,"Wife"
"Lodging managers","Lodging managers",0.130434782608696,"Wife"
"Medical and health services managers","Miscellaneous managers",0.0657229524772497,"Wife"
"Medical and health services managers","Truck drivers",0.0328614762386249,"Wife"
"Medical and health services managers","Wholesale sales representatives",0.0242669362992922,"Wife"
"Medical and health services managers","Medical and health services managers",0.0212335692618807,"Wife"
"Medical and health services managers","Physicians and surgeons",0.019211324570273,"Wife"
"Medical and health services managers","Retail sales supervisors",0.0187057633973711,"Wife"
"Medical and health services managers","Chief executives and legislators",0.0176946410515672,"Wife"
"Medical and health services managers","Retail salespersons",0.0161779575328615,"Wife"
"Medical and health services managers","Non-retail sales supervisors",0.0151668351870576,"Wife"
"Medical and health services managers","Construction supervisors",0.0151668351870576,"Wife"
"Property, real estate, and community association managers","Property, real estate, and community association managers",0.0631970260223048,"Wife"
"Property, real estate, and community association managers","Miscellaneous managers",0.0520446096654275,"Wife"
"Property, real estate, and community association managers","Truck drivers",0.0433705080545229,"Wife"
"Property, real estate, and community association managers","Wholesale sales representatives",0.0260223048327138,"Wife"
"Property, real estate, and community association managers","Real estate agents",0.0210656753407683,"Wife"
"Property, real estate, and community association managers","Retail sales supervisors",0.0210656753407683,"Wife"
"Property, real estate, and community association managers","Installation and repair supervisors",0.0198265179677819,"Wife"
"Property, real estate, and community association managers","Software developers",0.0198265179677819,"Wife"
"Property, real estate, and community association managers","Construction laborers",0.0185873605947955,"Wife"
"Property, real estate, and community association managers","Non-retail sales supervisors",0.0173482032218092,"Wife"
"Social and community service managers","Miscellaneous managers",0.0677382319173364,"Wife"
"Social and community service managers","Lawyers and judges",0.0355912743972445,"Wife"
"Social and community service managers","Truck drivers",0.0309988518943743,"Wife"
"Social and community service managers","Social and community service managers",0.0275545350172216,"Wife"
"Social and community service managers","Chief executives and legislators",0.0252583237657865,"Wife"
"Social and community service managers","Financial managers",0.0195177956371986,"Wife"
"Social and community service managers","Postsecondary teachers",0.0195177956371986,"Wife"
"Social and community service managers","Retail salespersons",0.0195177956371986,"Wife"
"Social and community service managers","Clergy",0.0172215843857635,"Wife"
"Social and community service managers","Wholesale sales representatives",0.0172215843857635,"Wife"
"Miscellaneous managers","Miscellaneous managers",0.117726657645467,"Wife"
"Miscellaneous managers","Truck drivers",0.0245263870094723,"Wife"
"Miscellaneous managers","Chief executives and legislators",0.0230040595399188,"Wife"
"Miscellaneous managers","Retail sales supervisors",0.0194519621109608,"Wife"
"Miscellaneous managers","Non-retail sales supervisors",0.0184370771312585,"Wife"
"Miscellaneous managers","Computer and information systems managers",0.0174221921515562,"Wife"
"Miscellaneous managers","Lawyers and judges",0.0172530446549391,"Wife"
"Miscellaneous managers","Wholesale sales representatives",0.016745602165088,"Wife"
"Miscellaneous managers","Software developers",0.0164073071718539,"Wife"
"Miscellaneous managers","Miscellaneous engineers",0.0130243572395129,"Wife"
"Wholesale and retail buyers","Retail sales supervisors",0.0727272727272727,"Wife"
"Wholesale and retail buyers","Miscellaneous managers",0.0618181818181818,"Wife"
"Wholesale and retail buyers","Truck drivers",0.0509090909090909,"Wife"
"Wholesale and retail buyers","Retail salespersons",0.04,"Wife"
"Purchasing agents","Truck drivers",0.0452342487883683,"Wife"
"Purchasing agents","Miscellaneous managers",0.037156704361874,"Wife"
"Purchasing agents","Wholesale sales representatives",0.0226171243941842,"Wife"
"Purchasing agents","Retail sales supervisors",0.0210016155088853,"Wife"
"Purchasing agents","Miscellaneous production workers",0.0193861066235864,"Wife"
"Purchasing agents","Carpenters",0.0193861066235864,"Wife"
"Purchasing agents","Inspectors, testers, sorters, samplers, and weighers",0.0177705977382876,"Wife"
"Claims adjusters","Miscellaneous managers",0.0528,"Wife"
"Claims adjusters","Claims adjusters",0.0432,"Wife"
"Claims adjusters","Non-retail sales supervisors",0.0336,"Wife"
"Claims adjusters","Truck drivers",0.032,"Wife"
"Claims adjusters","Retail sales supervisors",0.0256,"Wife"
"Claims adjusters","Office and administrative support supervisors",0.0176,"Wife"
"Claims adjusters","Electricians",0.0176,"Wife"
"Claims adjusters","Retail salespersons",0.0176,"Wife"
"Compliance officers","Miscellaneous managers",0.0829596412556054,"Wife"
"Compliance officers","Truck drivers",0.0381165919282511,"Wife"
"Compliance officers","Wholesale sales representatives",0.0269058295964126,"Wife"
"Human resources workers","Miscellaneous managers",0.0566744730679157,"Wife"
"Human resources workers","Truck drivers",0.0285714285714286,"Wife"
"Human resources workers","Wholesale sales representatives",0.0210772833723653,"Wife"
"Human resources workers","Chief executives and legislators",0.0192037470725995,"Wife"
"Human resources workers","Financial managers",0.0177985948477752,"Wife"
"Human resources workers","Retail sales supervisors",0.0177985948477752,"Wife"
"Human resources workers","Software developers",0.0159250585480094,"Wife"
"Human resources workers","Non-retail sales supervisors",0.0154566744730679,"Wife"
"Human resources workers","Accountants and auditors",0.0149882903981265,"Wife"
"Human resources workers","Police officers",0.0149882903981265,"Wife"
"Compensation and benefits specialists","Miscellaneous managers",0.0769230769230769,"Wife"
"Training and development specialists","Miscellaneous managers",0.0636042402826855,"Wife"
"Management analysts","Miscellaneous managers",0.0688524590163934,"Wife"
"Management analysts","Management analysts",0.0508196721311475,"Wife"
"Management analysts","Software developers",0.039344262295082,"Wife"
"Management analysts","Chief executives and legislators",0.0270491803278689,"Wife"
"Management analysts","Lawyers and judges",0.0254098360655738,"Wife"
"Management analysts","Wholesale sales representatives",0.0204918032786885,"Wife"
"Management analysts","Accountants and auditors",0.019672131147541,"Wife"
"Management analysts","Truck drivers",0.019672131147541,"Wife"
"Management analysts","Retail sales supervisors",0.0180327868852459,"Wife"
"Management analysts","Non-retail sales supervisors",0.0163934426229508,"Wife"
"Event planners","Lawyers and judges",0.0451127819548872,"Wife"
"Event planners","Retail sales supervisors",0.0451127819548872,"Wife"
"Fundraisers","Lawyers and judges",0.0472727272727273,"Wife"
"Fundraisers","Miscellaneous managers",0.0436363636363636,"Wife"
"Market analysts","Miscellaneous managers",0.0663507109004739,"Wife"
"Market analysts","Chief executives and legislators",0.0410742496050553,"Wife"
"Market analysts","Wholesale sales representatives",0.037914691943128,"Wife"
"Market analysts","Software developers",0.0300157977883096,"Wife"
"Market analysts","Management analysts",0.0252764612954186,"Wife"
"Market analysts","Retail sales supervisors",0.023696682464455,"Wife"
"Market analysts","Market analysts",0.0221169036334913,"Wife"
"Market analysts","Marketing and sales managers",0.0221169036334913,"Wife"
"Market analysts","Lawyers and judges",0.0221169036334913,"Wife"
"Market analysts","Financial managers",0.0173775671406003,"Wife"
"Other business operations specialists","Miscellaneous managers",0.0834670947030498,"Wife"
"Other business operations specialists","Truck drivers",0.0240770465489567,"Wife"
"Other business operations specialists","Non-retail sales supervisors",0.0224719101123595,"Wife"
"Other business operations specialists","Retail sales supervisors",0.0208667736757624,"Wife"
"Other business operations specialists","Financial managers",0.0176565008025682,"Wife"
"Other business operations specialists","Marketing and sales managers",0.0176565008025682,"Wife"
"Accountants and auditors","Miscellaneous managers",0.0482456140350877,"Wife"
"Accountants and auditors","Accountants and auditors",0.0409356725146199,"Wife"
"Accountants and auditors","Truck drivers",0.0279866332497911,"Wife"
"Accountants and auditors","Retail sales supervisors",0.0242272347535505,"Wife"
"Accountants and auditors","Software developers",0.0238095238095238,"Wife"
"Accountants and auditors","Wholesale sales representatives",0.0215121136173768,"Wife"
"Accountants and auditors","Chief executives and legislators",0.0202589807852966,"Wife"
"Accountants and auditors","Retail salespersons",0.0177527151211362,"Wife"
"Accountants and auditors","Financial managers",0.0162907268170426,"Wife"
"Accountants and auditors","Elementary and middle school teachers",0.0146198830409357,"Wife"
"Financial analysts","Truck drivers",0.043010752688172,"Wife"
"Financial analysts","Software developers",0.0403225806451613,"Wife"
"Financial analysts","Miscellaneous managers",0.0376344086021505,"Wife"
"Financial analysts","Financial managers",0.0295698924731183,"Wife"
"Financial analysts","Marketing and sales managers",0.0295698924731183,"Wife"
"Personal financial advisors","Miscellaneous managers",0.0790697674418605,"Wife"
"Personal financial advisors","Financial managers",0.0395348837209302,"Wife"
"Personal financial advisors","Personal financial advisors",0.0372093023255814,"Wife"
"Personal financial advisors","Truck drivers",0.0325581395348837,"Wife"
"Personal financial advisors","Chief executives and legislators",0.0255813953488372,"Wife"
"Insurance underwriters","Miscellaneous managers",0.0512048192771084,"Wife"
"Credit counselors and loan officers","Truck drivers",0.0521262002743484,"Wife"
"Credit counselors and loan officers","Miscellaneous managers",0.0452674897119342,"Wife"
"Credit counselors and loan officers","Production supervisors",0.0205761316872428,"Wife"
"Credit counselors and loan officers","Retail sales supervisors",0.0205761316872428,"Wife"
"Credit counselors and loan officers","Financial managers",0.0192043895747599,"Wife"
"Credit counselors and loan officers","Farmers, ranchers, and other agricultural managers",0.0178326474622771,"Wife"
"Credit counselors and loan officers","Credit counselors and loan officers",0.0178326474622771,"Wife"
"Credit counselors and loan officers","Non-retail sales supervisors",0.0178326474622771,"Wife"
"Credit counselors and loan officers","Construction managers",0.0150891632373114,"Wife"
"Credit counselors and loan officers","Marketing and sales managers",0.0150891632373114,"Wife"
"Computer systems analysts","Computer systems analysts",0.0630517023959647,"Wife"
"Computer systems analysts","Miscellaneous managers",0.0504413619167718,"Wife"
"Computer systems analysts","Software developers",0.0403530895334174,"Wife"
"Computer systems analysts","Truck drivers",0.0264817150063052,"Wife"
"Computer systems analysts","Retail sales supervisors",0.0226986128625473,"Wife"
"Computer systems analysts","Other computer occupations",0.0189155107187894,"Wife"
"Computer systems analysts","Non-retail sales supervisors",0.0189155107187894,"Wife"
"Computer systems analysts","Computer and information systems managers",0.0189155107187894,"Wife"
"Computer systems analysts","Miscellaneous engineers",0.0176544766708701,"Wife"
"Computer systems analysts","Wholesale sales representatives",0.0176544766708701,"Wife"
"Computer programmers","Computer programmers",0.104408352668213,"Wife"
"Computer programmers","Miscellaneous managers",0.0672853828306264,"Wife"
"Computer programmers","Software developers",0.0556844547563805,"Wife"
"Computer programmers","Postsecondary teachers",0.0301624129930394,"Wife"
"Computer programmers","Miscellaneous engineers",0.0278422273781903,"Wife"
"Software developers","Software developers",0.276233183856502,"Wife"
"Software developers","Miscellaneous managers",0.0753363228699552,"Wife"
"Software developers","Computer and information systems managers",0.0394618834080717,"Wife"
"Software developers","Computer systems analysts",0.0242152466367713,"Wife"
"Software developers","Miscellaneous engineers",0.02152466367713,"Wife"
"Software developers","Computer programmers",0.020627802690583,"Wife"
"Software developers","Accountants and auditors",0.0143497757847534,"Wife"
"Software developers","Computer support specialists",0.0134529147982063,"Wife"
